Title: Bunker Lifting List;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Filters:;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Port is in the list P001,P003,P002,P004;;;;;;;;;;;;;;;;;;
Fuel Type is in the list LSF;;;;;;;;;;;;;;;;;;
Delivery Date is in range (01.01.2020 00:00 - 31.01.2025 00:00);;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Purchase Status;Requirement ID;Vessel;Voyage No.;Port;Ordered Qty;Fuel Type;Delivery Date;Payment Due Date;Barge Name;Claims;Invoice Price;Invoice No.;Vendor;Supplier;Invoiced Qty;Claim Details;Order Price;Purchase Comments
Invoiced;8756;V010;VOY046;P002;1 251,00;LSF;02.03.2023;01.04.2023;;;625,00;INV00464;VEND021;SUP024;1 250,95;;625,00;
Invoiced;9145;V010;VOY049;P002;430,27;LSF;12.08.2023;11.09.2023;B113;;558,00;INV00477;VEND021;SUP024;430,27;;558,00;LOP re BDN - see mail 6 Aug
Invoiced;9645;V010;VOY058;P002;654,01;LSF;19.03.2024;19.03.2024;B106;;655,03;INV001326;VEND032;SUP040;654,01;;655,03;
Invoiced;6952;V010;VOY024;P002;199,60;LSF;30.04.2021;30.05.2021;B194;;461,00;INV00493;VEND037;SUP040;200,01;;461,00;Valero only supplied 2 samples from barge
Lifted;8988;V010;VOY048;P002;498,06;LSF;05.06.2023;05.07.2023;B044;;508,00;INV00558;VEND037;SUP040;498,06;;508,00;
Invoiced;10154;V010;VOY062;P002;350,57;LSF;26.10.2024;25.11.2024;B031;;523,00;INV001310;VEND040;SUP043;350,57;;523,00;
Invoiced;10065;V011;VOY065;P001;640,00;LSF;15.09.2024;15.09.2024;B011;;604,00;INV00688;VEND001;SUP001;640,00;;604,00;
Invoiced;9359;V011;VOY054;P004;299,44;LSF;18.10.2023;18.10.2023;B081;;645,60;INV001016;VEND010;SUP012;299,44;;645,60;
Lifted;9405;V011;VOY055;P004;678,68;LSF;16.11.2023;16.11.2023;B081;;682,45;INV001020;VEND010;SUP012;678,68;;682,45;IR - approved
Invoiced;9508;V011;VOY056;P004;679,60;LSF;06.01.2024;06.01.2024;B078;;614,49;INV001034;VEND010;SUP012;679,62;;614,49;
Lifted;9686;V011;VOY059;P004;648,75;LSF;27.03.2024;27.03.2024;B057;;652,16;INV001057;VEND010;SUP012;648,75;;652,16;
Lifted;9800;V011;VOY061;P004;646,91;LSF;12.05.2024;12.05.2024;B078;;625,94;INV001072;VEND010;SUP012;646,91;;625,94;
Lifted;9973;V011;VOY064;P004;322,92;LSF;30.07.2024;30.07.2024;B081;;619,05;INV001089;VEND010;SUP012;322,92;;619,05;
Lifted;10144;V011;VOY066;P004;323,50;LSF;22.10.2024;22.10.2024;;;592,18;INV001103;VEND010;SUP012;323,50;;592,18;
Invoiced;8552;V011;VOY035;P004;323,43;LSF;13.10.2022;13.10.2022;B081;;745,08;INV00930;VEND010;SUP012;323,43;;745,08;
Invoiced;8620;V011;VOY036;P004;324,75;LSF;16.11.2022;16.11.2022;B057;;701,36;INV00937;VEND010;SUP012;324,75;;701,36;
Invoiced;8703;V011;VOY037;P004;649,00;LSF;06.01.2023;06.01.2023;B057;;596,96;INV00951;VEND010;SUP012;649,00;;596,96;
Invoiced;8794;V011;VOY046;P004;649,51;LSF;17.02.2023;17.02.2023;;;677,46;INV00960;VEND010;SUP012;649,51;;677,46;
Invoiced;8932;V011;VOY048;P004;647,82;LSF;25.04.2023;25.04.2023;B081;;615,71;INV00975;VEND010;SUP012;647,82;;615,71;
Invoiced;9114;V011;VOY050;P004;398,81;LSF;04.07.2023;04.07.2023;B082;;596,78;INV00993;VEND010;SUP012;398,81;;596,78;
Invoiced;9194;V011;VOY051;P004;649,87;LSF;13.08.2023;13.08.2023;B082;;639,46;INV00999;VEND010;SUP012;649,87;;639,46;
Invoiced;9311;V011;VOY053;P001;199,88;LSF;01.10.2023;31.10.2023;B098;;674,00;INV00411;VEND014;SUP018;199,89;;674,00;
Invoiced;9936;V011;VOY063;P001;315,12;LSF;10.07.2024;09.08.2024;B024;;626,00;INV001225;VEND026;SUP028;315,12;;626,00;
Lifted;10278;V011;VOY067;P001;641,60;LSF;11.12.2024;10.01.2025;B141;;555,00;INV001232;VEND026;SUP028;641,60;;555,00;
Invoiced;9184;V012;VOY049;P003;749,88;LSF;05.08.2023;04.09.2023;B099;;608,00;INV00618;VEND004;SUP003;749,88;;608,00;Issue w/quality. Test res. ok. Ref mail fm Supt 20 Sept
Invoiced;8759;V012;VOY040;P003;650,59;LSF;29.01.2023;28.02.2023;B207;;623,50;INV00308;VEND008;SUP009;650,59;;623,50;
Invoiced;9887;V012;VOY060;P004;1 028,20;LSF;20.06.2024;20.06.2024;B078;;585,25;INV001081;VEND010;SUP012;1 028,20;;585,25;
Invoiced;10103;V012;VOY062;P004;1 047,44;LSF;15.09.2024;15.09.2024;B081;;568,46;INV001097;VEND010;SUP012;1 047,44;;568,46;
Invoiced;6125;V012;VOY009;P004;694,75;LSF;25.06.2020;25.06.2020;B079;;313,78;INV00747;VEND010;SUP012;694,75;;313,78;
Invoiced;6230;V012;VOY010;P004;748,54;LSF;19.08.2020;19.08.2020;B081;;344,49;INV00768;VEND010;SUP012;748,54;;344,49;
Invoiced;6477;V012;VOY012;P004;748,67;LSF;20.11.2020;20.11.2020;B082;;357,95;INV00790;VEND010;SUP012;748,67;;357,95;
Invoiced;7868;V012;VOY026;P004;899,00;LSF;11.02.2022;11.02.2022;B057;;679,00;INV00890;VEND010;SUP012;899,00;;679,00;COQ received
Invoiced;8164;V012;VOY035;P004;699,30;LSF;02.07.2022;02.07.2022;B078;;1 158,00;INV00913;VEND010;SUP012;699,30;;1 158,00;
Invoiced;8816;V012;VOY047;P004;599,00;LSF;29.03.2023;29.03.2023;B057;;586,99;INV00969;VEND010;SUP012;599,00;;586,99;
Invoiced;8682;V012;VOY039;P002;380,00;LSF;20.12.2022;20.12.2022;B043;;539,00;INV001369;VEND016;SUP020;380,00;;539,00;
Invoiced;9603;V012;VOY058;P002;801,00;LSF;21.02.2024;22.03.2024;B113;;630,00;INV00484;VEND021;SUP024;801,00;;630,00;LSGO del 7th. 2nd barge for NuStar acct.. VLSFO del at Advario 21.
Lifted;8980;V012;VOY048;P001;742,02;LSF;07.06.2023;07.07.2023;B024;;549,50;INV001205;VEND026;SUP028;742,02;;549,50;
Invoiced;9717;V012;VOY059;P001;991,13;LSF;17.04.2024;17.05.2024;B076;;647,00;INV001221;VEND026;SUP028;991,13;;647,00;
Lifted;10209;V012;VOY063;P001;346,69;LSF;12.11.2024;12.12.2024;B218;;557,00;INV001230;VEND026;SUP028;346,69;;557,00;
Invoiced;7443;V012;VOY024;P004;956,41;LSF;09.10.2021;09.10.2021;B085;;570,29;INV006;VEND035;SUP038;956,41;;570,29;
Invoiced;7155;V012;VOY023;P002;549,63;LSF;20.06.2021;20.07.2021;B194;;505,00;INV00497;VEND037;SUP040;549,63;;505,00;
Lifted;9404;V012;VOY051;P002;320,86;LSF;04.11.2023;04.12.2023;B195;;601,00;INV00571;VEND037;SUP040;320,86;;601,00;
Invoiced;8306;V012;VOY036;P001;680,99;LSF;10.08.2022;09.09.2022;B121;;987,00;INV001257;VEND039;SUP042;680,99;;987,00;
Invoiced;9059;V013;VOY048;P003;689,71;LSF;18.06.2023;18.07.2023;B221;;539,25;INV00611;VEND004;SUP003;689,71;;539,25;
Invoiced;9283;V013;VOY050;P003;999,63;LSF;20.09.2023;20.10.2023;B099;;620,75;INV00623;VEND004;SUP003;999,63;;620,75;
Invoiced;5982;V013;VOY009;P003;381,24;LSF;06.05.2020;05.06.2020;B207;;183,25;INV00125;VEND008;SUP009;381,24;;183,25;
Invoiced;6147;V013;VOY011;P003;999,42;LSF;29.07.2020;28.08.2020;B149;;322,00;INV00140;VEND008;SUP009;499,72;;322,00;
Invoiced;6440;V013;VOY014;P003;749,32;LSF;15.11.2020;15.12.2020;B149;;324,00;INV00166;VEND008;SUP009;749,32;;324,00;
Invoiced;6695;V013;VOY015;P003;500,50;LSF;30.01.2021;01.03.2021;B211;;418,50;INV00179;VEND008;SUP009;500,46;;418,50;
Invoiced;6973;V013;VOY022;P003;650,23;LSF;16.04.2021;16.05.2021;B207;;487,00;INV00196;VEND008;SUP009;650,23;;487,00;
Invoiced;7265;V013;VOY025;P003;749,97;LSF;13.07.2021;12.08.2021;B207;;545,00;INV00218;VEND008;SUP009;749,97;;545,00;
Invoiced;7478;V013;VOY027;P003;749,92;LSF;03.10.2021;02.11.2021;B051;;547,00;INV00234;VEND008;SUP009;749,91;;547,00;
Invoiced;7954;V013;VOY035;P003;749,90;LSF;21.02.2022;23.03.2022;B211;;692,50;INV00262;VEND008;SUP009;749,89;;692,50;
Invoiced;8168;V013;VOY037;P003;799,40;LSF;21.05.2022;20.06.2022;B051;;801,00;INV00280;VEND008;SUP009;799,47;;801,00;
Invoiced;8883;V013;VOY047;P003;750,35;LSF;30.03.2023;29.04.2023;B140;;558,50;INV00320;VEND008;SUP009;749,50;;558,50;
Invoiced;9589;V013;VOY058;P003;759,10;LSF;17.03.2024;16.04.2024;B208;;608,25;INV00337;VEND008;SUP009;759,10;;608,25;
Invoiced;10203;V013;VOY063;P004;668,87;LSF;03.11.2024;03.11.2024;B175;;570,30;INV001108;VEND010;SUP012;668,87;;570,30;
Invoiced;10047;V013;VOY062;P001;450,34;LSF;05.09.2024;05.10.2024;B073;;628,00;INV0056;VEND012;SUP015;450,34;;628,00;
Lifted;10254;V013;VOY064;P001;352,16;LSF;02.12.2024;01.01.2025;B071;;562,00;INV0057;VEND012;SUP015;352,16;;562,00;
Invoiced;8465;V013;VOY038;P002;380,51;LSF;22.09.2022;22.10.2022;B134;;688,00;INV00454;VEND021;SUP024;380,51;;688,00;
Invoiced;7729;V013;VOY029;P003;591,23;LSF;11.12.2021;10.01.2022;B216;;533,00;INV001332;VEND025;SUP027;591,23;;533,00;VLSFO Alu+Si 68 (Total product.) LSGO del 6/12
Lifted;10347;V014;VOY061;P001;112,00;LSF;22.01.2025;22.01.2025;B005;;596,00;INV00700;VEND001;SUP001;112,00;;596,00;
Invoiced;10212;V014;VOY059;P004;113,75;LSF;19.11.2024;19.11.2024;B176;;602,00;INV001111;VEND010;SUP012;113,75;;602,00;
Ordered;7342;V015;VOY029;P004;200,00;LSF;30.08.2021;29.09.2021;;;;;VEND020;;;;550,00;
Invoiced;5839;V015;VOY009;P004;198,91;LSF;01.03.2020;31.03.2020;B151;;487,00;INV00378;VEND020;;198,91;;487,00;
Invoiced;6077;V015;VOY013;P004;199,55;LSF;23.06.2020;23.07.2020;B062;;298,00;INV00654;VEND013;SUP006;199,55;;298,00;
Invoiced;6966;V015;VOY025;P004;189,74;LSF;02.04.2021;02.05.2021;B062;;492,00;INV00658;VEND013;SUP006;189,74;;492,00;
Invoiced;7200;V015;VOY027;P004;99,79;LSF;04.06.2021;04.07.2021;B190;;494,00;INV00386;VEND020;SUP007;99,79;;494,00;
Invoiced;7343;V015;VOY028;P004;199,12;LSF;30.07.2021;29.08.2021;B204;;550,00;INV00388;VEND020;SUP007;199,12;;550,00;
Invoiced;7637;V015;VOY033;P004;199,27;LSF;02.11.2021;02.12.2021;B204;;630,00;INV00391;VEND020;SUP007;199,27;;630,00;
Invoiced;5725;V015;VOY008;P004;178,41;LSF;24.01.2020;23.02.2020;B123;;665,00;INV00653;VEND013;SUP016;178,41;;665,00;
Invoiced;6265;V015;VOY014;P004;99,34;LSF;13.08.2020;12.09.2020;B062;;338,00;INV00655;VEND013;SUP016;99,34;;338,00;
Invoiced;6546;V015;VOY020;P004;149,13;LSF;24.11.2020;24.12.2020;;;375,00;INV00656;VEND013;SUP016;149,13;;375,00;
Invoiced;6817;V015;VOY023;P004;159,96;LSF;15.02.2021;17.03.2021;;;495,00;INV00657;VEND013;SUP016;159,96;;495,00;
Invoiced;5933;V015;VOY010;P004;99,23;LSF;19.04.2020;19.05.2020;B151;;270,00;INV00381;VEND020;SUP023;99,23;;270,00;
Lifted;10340;V016;VOY062;P001;740,68;LSF;18.12.2024;18.12.2024;B011;;545,00;INV00694;VEND001;SUP001;740,68;;545,00;
Invoiced;8668;V016;VOY041;P003;688,87;LSF;03.01.2023;02.02.2023;B142;;508,25;INV00600;VEND004;SUP003;688,87;;508,25;
Invoiced;7330;V016;VOY022;P003;800,69;LSF;17.08.2021;16.09.2021;B211;;493,50;INV00226;VEND008;SUP009;800,69;;493,50;
Invoiced;7907;V016;VOY034;P003;750,71;LSF;01.02.2022;03.03.2022;B211;;668,00;INV00253;VEND008;SUP009;750,71;;668,00;
Invoiced;8538;V016;VOY038;P004;599,52;LSF;20.10.2022;20.10.2022;B082;;736,56;INV00933;VEND010;SUP012;599,52;;736,56;
Invoiced;5878;V016;VOY009;P001;769,67;LSF;16.04.2020;16.05.2020;B154;;278,00;INV001340;VEND011;SUP014;769,67;;278,00;
Invoiced;7107;V016;VOY022;P001;837,35;LSF;23.07.2021;22.08.2021;B069;;544,00;INV0022;VEND012;SUP015;837,35;;544,00;
Invoiced;9266;V016;VOY049;P001;737,38;LSF;10.09.2023;10.10.2023;B071;;638,00;INV0043;VEND012;SUP015;737,82;;638,00;
Invoiced;9616;V016;VOY058;P001;592,23;LSF;15.02.2024;16.03.2024;B073;;630,00;INV0048;VEND012;SUP015;592,23;;630,00;No surveyor attending due to bad weather and bunker barge ready to deliver on short notice
Invoiced;8192;V016;VOY035;P001;699,87;LSF;26.05.2022;25.06.2022;B098;;875,00;INV00405;VEND014;SUP018;699,87;;875,00;
Invoiced;7967;V016;VOY035;P002;318,00;LSF;21.03.2022;21.03.2022;B035;;705,00;INV001359;VEND016;SUP020;318,00;;705,00;
Invoiced;8755;V016;VOY041;P002;700,98;LSF;02.02.2023;04.03.2023;B113;;610,00;INV00463;VEND021;SUP024;700,98;;610,00;
Lifted;9317;V016;VOY050;P002;700,46;LSF;10.11.2023;10.11.2023;B113;;613,00;INV0075;VEND041;SUP024;700,46;;613,00;
Invoiced;6246;V016;VOY011;P001;740,56;LSF;03.09.2020;03.10.2020;B008;;334,00;INV001177;VEND026;SUP028;740,56;;334,00;
Lifted;9937;V016;VOY060;P001;691,81;LSF;15.07.2024;14.08.2024;B013;;638,00;INV001226;VEND026;SUP028;691,81;;638,00;
Lifted;10363;V016;VOY062;P001;328,98;LSF;18.01.2025;17.02.2025;B222;;565,00;INV001233;VEND026;SUP028;328,98;;565,00;
Invoiced;7675;V016;VOY023;P001;360,21;LSF;12.12.2021;12.12.2021;B048;;591,00;INV00678;VEND028;SUP030;360,21;;591,00;
Invoiced;7454;V016;VOY023;P002;384,15;LSF;29.09.2021;29.10.2021;B194;;495,00;INV00508;VEND037;SUP040;384,15;;495,00;
Invoiced;9039;V016;VOY048;P002;683,70;LSF;06.07.2023;05.08.2023;B170;;512,00;INV00564;VEND037;SUP040;684,69;;512,00;"Balance VLSFO 390 + LSGO 130mt
- Split delivery, vsl too deep on 1st del on 22.6"
Invoiced;8502;V016;VOY037;P001;683,64;LSF;26.09.2022;26.10.2022;B127;;702,00;INV001259;VEND039;SUP042;683,65;;702,00;
Invoiced;8909;V016;VOY046;P001;690,08;LSF;27.04.2023;27.05.2023;B161;;616,00;INV001284;VEND039;SUP042;690,08;;616,00;
Invoiced;6830;V016;VOY021;P002;681,59;LSF;17.03.2021;16.04.2021;B031;;480,00;INV001245;VEND040;SUP043;700,00;;480,00;Short lift 18,41mt VLSFO + 10,61mt LSGO
Invoiced;8307;V016;VOY037;P002;695,11;LSF;15.07.2022;14.08.2022;B041;Shortage;909,00;INV001270;VEND040;SUP043;702,66;Claims short received 7.55mt VLSFO;909,00;Shortlift 7,55mt VLSFO
Invoiced;7772;V017;VOY034;P004;469,54;LSF;28.12.2021;28.12.2021;B049;;592,75;INV001321;VEND032;SUP007;469,54;;592,75;
Invoiced;8479;V017;VOY041;P004;499,29;LSF;15.09.2022;15.10.2022;B204;;728,00;INV00396;VEND020;SUP007;499,29;;728,00;
Invoiced;8370;V017;VOY040;P004;397,88;LSF;02.08.2022;02.08.2022;B182;;988,00;INV001323;VEND032;SUP008;397,88;;988,00;
Invoiced;9382;V017;VOY054;P004;619,38;LSF;18.11.2023;18.11.2023;B078;;690,51;INV001023;VEND010;SUP012;619,38;;690,51;
Invoiced;9511;V017;VOY055;P004;347,71;LSF;24.12.2023;24.12.2023;B081;;635,00;INV001029;VEND010;SUP012;347,71;;635,00;
Invoiced;7513;V017;VOY021;P004;417,33;LSF;29.09.2021;29.09.2021;B081;;554,57;INV00878;VEND010;SUP012;417,33;;554,57;
Invoiced;7896;V017;VOY035;P004;469,50;LSF;18.02.2022;18.02.2022;B057;;714,00;INV00891;VEND010;SUP012;469,50;;714,00;
Invoiced;8041;V017;VOY036;P004;449,95;LSF;28.03.2022;28.03.2022;B081;;929,00;INV00900;VEND010;SUP012;449,95;;929,00;
Invoiced;8134;V017;VOY037;P004;454,85;LSF;05.05.2022;05.05.2022;B082;;881,50;INV00909;VEND010;SUP012;454,85;;881,50;
Invoiced;8829;V017;VOY047;P004;617,90;LSF;09.03.2023;09.03.2023;B078;;612,86;INV00965;VEND010;SUP012;617,86;;612,86;
Invoiced;8961;V017;VOY049;P004;624,90;LSF;05.05.2023;05.05.2023;B082;;599,81;INV00978;VEND010;SUP012;624,86;;599,81;
Invoiced;9019;V017;VOY050;P001;218,50;LSF;24.05.2023;23.06.2023;B070;;539,50;INV0040;VEND012;SUP015;218,53;;539,50;
Invoiced;7698;V017;VOY023;P001;245,10;LSF;09.12.2021;08.01.2022;B023;;614,00;INV001191;VEND026;SUP028;245,10;;614,00;
Invoiced;8556;V017;VOY043;P001;494,16;LSF;31.10.2022;30.11.2022;B222;;677,00;INV001199;VEND026;SUP028;494,16;;677,00;
Invoiced;8754;V017;VOY046;P001;616,46;LSF;15.01.2023;14.02.2023;B010;;585,00;INV001201;VEND026;SUP028;616,46;;585,00;
Invoiced;9168;V017;VOY052;P001;618,80;LSF;14.08.2023;13.09.2023;B218;;570,00;INV001210;VEND026;SUP028;618,80;;570,00;
Invoiced;7563;V017;VOY022;P004;447,13;LSF;24.10.2021;24.10.2021;B129;;588,79;INV001317;VEND032;SUP037;447,13;;588,79;
Invoiced;8270;V017;VOY039;P001;501,97;LSF;21.06.2022;21.07.2022;B121;;1 031,00;INV001256;VEND039;SUP042;501,97;;1 031,00;
Invoiced;8872;V017;VOY048;P001;334,82;LSF;02.04.2023;02.05.2023;B122;;555,00;INV001283;VEND039;SUP042;334,82;;555,00;
Invoiced;8651;V018;VOY043;P003;470,72;LSF;21.12.2022;20.01.2023;B020;;571,23;INV00599;VEND004;SUP003;470,73;;571,23;
Invoiced;6627;V018;VOY021;P003;399,88;LSF;01.02.2021;03.03.2021;B211;;422,50;INV00181;VEND008;SUP009;399,88;;422,50;
Invoiced;7097;V018;VOY023;P003;400,53;LSF;23.05.2021;22.06.2021;B207;;474,00;INV00205;VEND008;SUP009;400,53;;474,00;Supply after DD. Agent Vertom (did a bad job)
Invoiced;7411;V018;VOY024;P003;500,31;LSF;02.09.2021;02.10.2021;B211;;522,75;INV00229;VEND008;SUP009;500,31;;522,75;
Invoiced;7731;V018;VOY026;P003;349,87;LSF;06.12.2021;05.01.2022;B051;;524,50;INV00243;VEND008;SUP009;349,87;;524,50;
Invoiced;8290;V018;VOY038;P003;320,54;LSF;16.06.2022;16.07.2022;B211;;877,25;INV00287;VEND008;SUP009;320,54;;877,25;
Invoiced;8074;V018;VOY036;P002;325,86;LSF;30.03.2022;30.03.2022;;;910,00;INV001345;VEND009;SUP010;325,86;;910,00;
Invoiced;9221;V018;VOY049;P004;299,26;LSF;20.08.2023;20.08.2023;B078;;653,18;INV001002;VEND010;SUP012;299,26;;653,18;
Invoiced;9296;V018;VOY050;P004;449,08;LSF;22.09.2023;22.09.2023;B081;;659,45;INV001012;VEND010;SUP012;449,08;;659,45;
Invoiced;9378;V018;VOY051;P004;338,22;LSF;06.11.2023;06.11.2023;B078;;666,28;INV001019;VEND010;SUP012;338,22;;666,28;
Invoiced;9462;V018;VOY052;P004;336,58;LSF;08.12.2023;08.12.2023;B078;;617,07;INV001027;VEND010;SUP012;336,58;;617,07;
Invoiced;9553;V018;VOY053;P004;338,75;LSF;18.01.2024;18.01.2024;B057;;591,99;INV001037;VEND010;SUP012;338,75;;591,99;
Invoiced;9668;V018;VOY059;P004;318,91;LSF;05.03.2024;05.03.2024;B081;;627,72;INV001051;VEND010;SUP012;318,91;;627,72;
Invoiced;9710;V018;VOY060;P004;318,74;LSF;29.03.2024;29.03.2024;B081;;653,60;INV001060;VEND010;SUP012;318,74;;653,60;
Lifted;9789;V018;VOY061;P004;499,25;LSF;08.05.2024;08.05.2024;B057;;651,57;INV001070;VEND010;SUP012;499,25;;651,57;
Lifted;9979;V018;VOY064;P004;497,03;LSF;03.08.2024;03.08.2024;B078;;625,34;INV001090;VEND010;SUP012;497,03;;625,34;
Lifted;10081;V018;VOY065;P004;497,99;LSF;24.09.2024;24.09.2024;B078;;568,46;INV001099;VEND010;SUP012;497,99;;568,46;
Invoiced;10168;V018;VOY066;P004;157,66;LSF;16.10.2024;16.10.2024;B177;;602,29;INV001102;VEND010;SUP012;157,66;;602,29;
Lifted;10258;V018;VOY067;P004;312,71;LSF;29.11.2024;29.11.2024;B081;;569,69;INV001113;VEND010;SUP012;312,71;;569,69;
Invoiced;10304;V018;VOY068;P004;328,50;LSF;31.12.2024;31.12.2024;B057;;559,94;INV001121;VEND010;SUP012;328,50;;559,94;
Invoiced;9338;V018;VOY051;P001;338,29;LSF;13.10.2023;12.11.2023;B071;;665,00;INV0044;VEND012;SUP015;338,29;;665,00;
Invoiced;9503;V018;VOY053;P001;330,76;LSF;28.12.2023;27.01.2024;B073;;595,00;INV0046;VEND012;SUP015;330,76;;595,00;
Invoiced;8351;V018;VOY039;P002;100,00;LSF;11.07.2022;11.07.2022;B045;;805,00;INV001363;VEND016;SUP020;100,00;;805,00;Vsl not calling Hou for Ops, supply at Bol Rds
Invoiced;6547;V018;VOY008;P001;303,37;LSF;01.12.2020;31.12.2020;B017;;383,50;INV001180;VEND026;SUP028;303,37;;383,50;
Invoiced;9050;V018;VOY048;P001;486,09;LSF;16.06.2023;16.07.2023;B024;;553,00;INV001206;VEND026;SUP028;486,09;;553,00;"
"
Invoiced;9626;V018;VOY059;P001;338,50;LSF;19.02.2024;20.03.2024;B076;;597,00;INV001219;VEND026;SUP028;338,50;;597,00;
Invoiced;10031;V018;VOY065;P001;313,53;LSF;23.08.2024;22.09.2024;B214;;595,00;INV001229;VEND026;SUP028;313,53;;595,00;
Lifted;10243;V018;VOY067;P001;327,60;LSF;11.11.2024;11.12.2024;B119;;557,00;INV001231;VEND026;SUP028;327,60;;557,00;
Invoiced;7849;V018;VOY034;P002;490,49;LSF;17.01.2022;16.02.2022;B107;;585,00;INV00515;VEND037;SUP040;490,49;;585,00;
Invoiced;8504;V018;VOY041;P002;480,80;LSF;09.10.2022;08.11.2022;B194;;676,58;INV00534;VEND037;SUP040;480,80;;677,00;
Invoiced;8873;V018;VOY046;P001;480,20;LSF;02.04.2023;02.05.2023;B161;;594,00;INV001282;VEND039;SUP042;480,23;;594,00;Short del 19,8mt - agreed on BDN after discussion
Invoiced;8971;V018;VOY047;P001;506,58;LSF;07.05.2023;06.06.2023;B127;;580,00;INV001285;VEND039;SUP042;506,58;;580,00;
Invoiced;9881;V018;VOY063;P001;630,00;LSF;27.06.2024;27.07.2024;B122;;605,00;INV001306;VEND039;SUP042;622,59;;605,00;
Invoiced;7321;V019;VOY024;P003;300,26;LSF;31.07.2021;30.08.2021;B207;;536,75;INV00223;VEND008;SUP009;300,26;;536,75;
Invoiced;7528;V019;VOY025;P003;499,00;LSF;14.10.2021;13.11.2021;B144;;590,75;INV00237;VEND008;SUP009;498,99;;590,75;
Invoiced;7797;V019;VOY027;P003;500,65;LSF;06.01.2022;05.02.2022;B211;;580,50;INV00249;VEND008;SUP009;500,65;;580,50;
Invoiced;8058;V019;VOY035;P003;599,29;LSF;29.03.2022;28.04.2022;B211;;813,00;INV00270;VEND008;SUP009;599,29;;813,00;
Invoiced;8279;V019;VOY037;P003;550,41;LSF;26.06.2022;26.07.2022;B211;;856,25;INV00288;VEND008;SUP009;550,41;;856,25;
Invoiced;8484;V019;VOY039;P003;550,30;LSF;19.09.2022;19.10.2022;B211;;664,00;INV00301;VEND008;SUP009;550,30;;664,00;
Invoiced;9676;V019;VOY049;P003;549,45;LSF;14.03.2024;13.04.2024;B208;;608,25;INV00335;VEND008;SUP009;549,45;;608,25;
Lifted;9837;V019;VOY059;P003;600,55;LSF;03.06.2024;03.07.2024;B140;;542,50;INV00352;VEND008;SUP009;599,87;;542,50;
Invoiced;5673;V019;VOY003;P004;547,61;LSF;22.01.2020;22.01.2020;B057;;568,71;INV00708;VEND010;SUP012;547,63;;568,71;
Invoiced;6138;V019;VOY012;P004;596,50;LSF;09.07.2020;09.07.2020;B187;;327,23;INV00755;VEND010;SUP012;596,50;;327,23;
Invoiced;8880;V019;VOY046;P002;586,60;LSF;23.03.2023;23.03.2023;B086;;595,00;INV001372;VEND016;SUP020;591,90;;595,00;Supplier short 20mt + vsl claiming additional 5,3mt short compared to BDN
Lifted;10199;V019;VOY063;P002;300,00;LSF;02.11.2024;02.11.2024;B196;;540,00;INV001384;VEND016;SUP020;300,00;;540,00;
Invoiced;8704;V019;VOY042;P002;800,23;LSF;20.01.2023;19.02.2023;B113;;555,00;INV00460;VEND021;SUP024;800,23;;555,00;
Invoiced;6085;V019;VOY012;P001;565,80;LSF;13.06.2020;13.07.2020;B024;;301,00;INV001170;VEND026;SUP028;565,80;;301,00;
Invoiced;6954;V019;VOY022;P002;599,64;LSF;07.04.2021;07.05.2021;B107;;469,00;INV00492;VEND037;SUP040;599,64;;469,00;
Lifted;9131;V019;VOY048;P002;599,79;LSF;15.07.2023;14.08.2023;B194;;535,00;INV00562;VEND037;SUP040;599,79;;535,00;IR - approved
Invoiced;6687;V020;VOY009;P003;400,30;LSF;15.01.2021;14.02.2021;B211;;413,75;INV00177;VEND008;SUP009;400,37;;413,75;
Invoiced;8814;V020;VOY047;P003;780,00;LSF;04.03.2023;03.04.2023;B144;;595,00;INV00316;VEND008;SUP009;780,00;;595,00;
Lifted;9581;V020;VOY051;P003;699,04;LSF;13.01.2024;12.02.2024;B208;;546,50;INV00325;VEND008;SUP009;699,04;;546,50;
Invoiced;9470;V020;VOY051;P004;446,22;LSF;05.12.2023;05.12.2023;B078;;617,07;INV001026;VEND010;SUP012;446,22;;617,07;
Invoiced;6444;V020;VOY008;P004;498,80;LSF;19.11.2020;19.11.2020;B082;;333,28;INV00788;VEND010;SUP012;498,80;;333,28;
Invoiced;7800;V020;VOY026;P001;893,34;LSF;04.01.2022;03.02.2022;B024;;570,00;INV00402;VEND014;SUP018;893,34;;570,00;
Invoiced;7168;V020;VOY022;P002;900,00;LSF;02.07.2021;02.07.2021;B193;;523,00;INV001349;VEND016;SUP020;900,00;;523,00;
Lifted;9195;V020;VOY049;P002;300,00;LSF;14.08.2023;14.08.2023;B028;;625,00;INV001377;VEND016;SUP020;300,00;;625,00;
Lifted;10109;V020;VOY063;P002;200,00;LSF;22.10.2024;22.10.2024;;;565,00;INV001383;VEND016;SUP020;200,00;;565,00;
Invoiced;7657;V020;VOY024;P002;950,00;LSF;12.11.2021;12.12.2021;B135;;596,50;INV00433;VEND021;SUP024;950,76;;596,50;"Problems with the fuel
Weekend order, but only del after 5 ds......"
Invoiced;7980;V020;VOY034;P002;650,60;LSF;02.03.2022;01.04.2022;B134;;694,00;INV00441;VEND021;SUP024;650,68;;694,00;
