purchase_status,requirement_id,vessel,voyage_no,port,fuel_type,delivery_date,delivery_month,delivery_year,vendor,supplier,ordered_qty,invoiced_qty,effective_qty,order_price,invoice_price,effective_price,cost_value
Lifted,8988,V010,VOY048,P002,LSF,2023-06-05,2023-06,2023,VEND037,SUP040,498.06,498.06,498.06,508.0,508.0,508.0,253014.48
Invoiced,10154,V010,VOY062,P002,LSF,2024-10-26,2024-10,2024,VEND040,SUP043,350.57,350.57,350.57,523.0,523.0,523.0,183348.11
Invoiced,10065,V011,VOY065,P001,LSF,2024-09-15,2024-09,2024,VEND001,SUP001,640.0,640.0,640.0,604.0,604.0,604.0,386560.0
Invoiced,9359,V011,VOY054,P004,LSF,2023-10-18,2023-10,2023,VEND010,SUP012,299.44,299.44,299.44,645.6,645.6,645.6,193318.464
Lifted,9405,V011,VOY055,P004,LSF,2023-11-16,2023-11,2023,VEND010,SUP012,678.68,678.68,678.68,682.45,682.45,682.45,463165.16599999997
Invoiced,9508,V011,VOY056,P004,LSF,2024-01-06,2024-01,2024,VEND010,SUP012,679.6,679.62,679.62,614.49,614.49,614.49,417619.6938
Lifted,9686,V011,VOY059,P004,LSF,2024-03-27,2024-03,2024,VEND010,SUP012,648.75,648.75,648.75,652.16,652.16,652.16,423088.8
Lifted,9800,V011,VOY061,P004,LSF,2024-05-12,2024-05,2024,VEND010,SUP012,646.91,646.91,646.91,625.94,625.94,625.94,404926.8454
Lifted,9973,V011,VOY064,P004,LSF,2024-07-30,2024-07,2024,VEND010,SUP012,322.92,322.92,322.92,619.05,619.05,619.05,199903.626
Lifted,10144,V011,VOY066,P004,LSF,2024-10-22,2024-10,2024,VEND010,SUP012,323.5,323.5,323.5,592.18,592.18,592.18,191570.22999999998
Invoiced,8552,V011,VOY035,P004,LSF,2022-10-13,2022-10,2022,VEND010,SUP012,323.43,323.43,323.43,745.08,745.08,745.08,240981.2244
Invoiced,8620,V011,VOY036,P004,LSF,2022-11-16,2022-11,2022,VEND010,SUP012,324.75,324.75,324.75,701.36,701.36,701.36,227766.66
Invoiced,8703,V011,VOY037,P004,LSF,2023-01-06,2023-01,2023,VEND010,SUP012,649.0,649.0,649.0,596.96,596.96,596.96,387427.04000000004
Invoiced,8794,V011,VOY046,P004,LSF,2023-02-17,2023-02,2023,VEND010,SUP012,649.51,649.51,649.51,677.46,677.46,677.46,440017.0446
Invoiced,8932,V011,VOY048,P004,LSF,2023-04-25,2023-04,2023,VEND010,SUP012,647.82,647.82,647.82,615.71,615.71,615.71,398869.25220000005
Invoiced,9114,V011,VOY050,P004,LSF,2023-07-04,2023-07,2023,VEND010,SUP012,398.81,398.81,398.81,596.78,596.78,596.78,238001.83179999999
Invoiced,9194,V011,VOY051,P004,LSF,2023-08-13,2023-08,2023,VEND010,SUP012,649.87,649.87,649.87,639.46,639.46,639.46,415565.8702
Invoiced,9311,V011,VOY053,P001,LSF,2023-10-01,2023-10,2023,VEND014,SUP018,199.88,199.89,199.89,674.0,674.0,674.0,134725.86
Invoiced,9936,V011,VOY063,P001,LSF,2024-07-10,2024-07,2024,VEND026,SUP028,315.12,315.12,315.12,626.0,626.0,626.0,197265.12
Lifted,10278,V011,VOY067,P001,LSF,2024-12-11,2024-12,2024,VEND026,SUP028,641.6,641.6,641.6,555.0,555.0,555.0,356088.0
Invoiced,9184,V012,VOY049,P003,LSF,2023-08-05,2023-08,2023,VEND004,SUP003,749.88,749.88,749.88,608.0,608.0,608.0,455927.04
Invoiced,8759,V012,VOY040,P003,LSF,2023-01-29,2023-01,2023,VEND008,SUP009,650.59,650.59,650.59,623.5,623.5,623.5,405642.86500000005
Invoiced,9887,V012,VOY060,P004,LSF,2024-06-20,2024-06,2024,VEND010,SUP012,1028.2,1028.2,1028.2,585.25,585.25,585.25,601754.05
Invoiced,10103,V012,VOY062,P004,LSF,2024-09-15,2024-09,2024,VEND010,SUP012,1047.44,1047.44,1047.44,568.46,568.46,568.46,595427.7424000001
Invoiced,6125,V012,VOY009,P004,LSF,2020-06-25,2020-06,2020,VEND010,SUP012,694.75,694.75,694.75,313.78,313.78,313.78,217998.65499999997
Invoiced,6230,V012,VOY010,P004,LSF,2020-08-19,2020-08,2020,VEND010,SUP012,748.54,748.54,748.54,344.49,344.49,344.49,257864.5446
Invoiced,6477,V012,VOY012,P004,LSF,2020-11-20,2020-11,2020,VEND010,SUP012,748.67,748.67,748.67,357.95,357.95,357.95,267986.4265
Invoiced,7868,V012,VOY026,P004,LSF,2022-02-11,2022-02,2022,VEND010,SUP012,899.0,899.0,899.0,679.0,679.0,679.0,610421.0
Invoiced,8164,V012,VOY035,P004,LSF,2022-07-02,2022-07,2022,VEND010,SUP012,699.3,699.3,699.3,1158.0,1158.0,1158.0,809789.3999999999
Invoiced,8816,V012,VOY047,P004,LSF,2023-03-29,2023-03,2023,VEND010,SUP012,599.0,599.0,599.0,586.99,586.99,586.99,351607.01
Invoiced,8682,V012,VOY039,P002,LSF,2022-12-20,2022-12,2022,VEND016,SUP020,380.0,380.0,380.0,539.0,539.0,539.0,204820.0
Invoiced,9603,V012,VOY058,P002,LSF,2024-02-21,2024-02,2024,VEND021,SUP024,801.0,801.0,801.0,630.0,630.0,630.0,504630.0
Lifted,8980,V012,VOY048,P001,LSF,2023-06-07,2023-06,2023,VEND026,SUP028,742.02,742.02,742.02,549.5,549.5,549.5,407739.99
Invoiced,9717,V012,VOY059,P001,LSF,2024-04-17,2024-04,2024,VEND026,SUP028,991.13,991.13,991.13,647.0,647.0,647.0,641261.11
Lifted,10209,V012,VOY063,P001,LSF,2024-11-12,2024-11,2024,VEND026,SUP028,346.69,346.69,346.69,557.0,557.0,557.0,193106.33
Invoiced,7443,V012,VOY024,P004,LSF,2021-10-09,2021-10,2021,VEND035,SUP038,956.41,956.41,956.41,570.29,570.29,570.29,545431.0589
Invoiced,7155,V012,VOY023,P002,LSF,2021-06-20,2021-06,2021,VEND037,SUP040,549.63,549.63,549.63,505.0,505.0,505.0,277563.15
Lifted,9404,V012,VOY051,P002,LSF,2023-11-04,2023-11,2023,VEND037,SUP040,320.86,320.86,320.86,601.0,601.0,601.0,192836.86000000002
Invoiced,8306,V012,VOY036,P001,LSF,2022-08-10,2022-08,2022,VEND039,SUP042,680.99,680.99,680.99,987.0,987.0,987.0,672137.13
Invoiced,9059,V013,VOY048,P003,LSF,2023-06-18,2023-06,2023,VEND004,SUP003,689.71,689.71,689.71,539.25,539.25,539.25,371926.1175
Invoiced,9283,V013,VOY050,P003,LSF,2023-09-20,2023-09,2023,VEND004,SUP003,999.63,999.63,999.63,620.75,620.75,620.75,620520.3225
Invoiced,5982,V013,VOY009,P003,LSF,2020-05-06,2020-05,2020,VEND008,SUP009,381.24,381.24,381.24,183.25,183.25,183.25,69862.23
Invoiced,6147,V013,VOY011,P003,LSF,2020-07-29,2020-07,2020,VEND008,SUP009,999.42,499.72,499.72,322.0,322.0,322.0,160909.84
Invoiced,6440,V013,VOY014,P003,LSF,2020-11-15,2020-11,2020,VEND008,SUP009,749.32,749.32,749.32,324.0,324.0,324.0,242779.68000000002
Invoiced,6695,V013,VOY015,P003,LSF,2021-01-30,2021-01,2021,VEND008,SUP009,500.5,500.46,500.46,418.5,418.5,418.5,209442.50999999998
Invoiced,6973,V013,VOY022,P003,LSF,2021-04-16,2021-04,2021,VEND008,SUP009,650.23,650.23,650.23,487.0,487.0,487.0,316662.01
Invoiced,7265,V013,VOY025,P003,LSF,2021-07-13,2021-07,2021,VEND008,SUP009,749.97,749.97,749.97,545.0,545.0,545.0,408733.65
Invoiced,7478,V013,VOY027,P003,LSF,2021-10-03,2021-10,2021,VEND008,SUP009,749.92,749.91,749.91,547.0,547.0,547.0,410200.76999999996
Invoiced,7954,V013,VOY035,P003,LSF,2022-02-21,2022-02,2022,VEND008,SUP009,749.9,749.89,749.89,692.5,692.5,692.5,519298.825
Invoiced,8168,V013,VOY037,P003,LSF,2022-05-21,2022-05,2022,VEND008,SUP009,799.4,799.47,799.47,801.0,801.0,801.0,640375.47
Invoiced,8883,V013,VOY047,P003,LSF,2023-03-30,2023-03,2023,VEND008,SUP009,750.35,749.5,749.5,558.5,558.5,558.5,418595.75
Invoiced,9589,V013,VOY058,P003,LSF,2024-03-17,2024-03,2024,VEND008,SUP009,759.1,759.1,759.1,608.25,608.25,608.25,461722.575
Invoiced,10203,V013,VOY063,P004,LSF,2024-11-03,2024-11,2024,VEND010,SUP012,668.87,668.87,668.87,570.3,570.3,570.3,381456.561
Invoiced,10047,V013,VOY062,P001,LSF,2024-09-05,2024-09,2024,VEND012,SUP015,450.34,450.34,450.34,628.0,628.0,628.0,282813.51999999996
Lifted,10254,V013,VOY064,P001,LSF,2024-12-02,2024-12,2024,VEND012,SUP015,352.16,352.16,352.16,562.0,562.0,562.0,197913.92
Invoiced,8465,V013,VOY038,P002,LSF,2022-09-22,2022-09,2022,VEND021,SUP024,380.51,380.51,380.51,688.0,688.0,688.0,261790.88
Invoiced,7729,V013,VOY029,P003,LSF,2021-12-11,2021-12,2021,VEND025,SUP027,591.23,591.23,591.23,533.0,533.0,533.0,315125.59
Lifted,10347,V014,VOY061,P001,LSF,2025-01-22,2025-01,2025,VEND001,SUP001,112.0,112.0,112.0,596.0,596.0,596.0,66752.0
Invoiced,10212,V014,VOY059,P004,LSF,2024-11-19,2024-11,2024,VEND010,SUP012,113.75,113.75,113.75,602.0,602.0,602.0,68477.5
Ordered,7342,V015,VOY029,P004,LSF,2021-08-30,2021-08,2021,VEND020,,200.0,,200.0,550.0,,550.0,110000.0
Invoiced,5839,V015,VOY009,P004,LSF,2020-03-01,2020-03,2020,VEND020,,198.91,198.91,198.91,487.0,487.0,487.0,96869.17
Invoiced,6077,V015,VOY013,P004,LSF,2020-06-23,2020-06,2020,VEND013,SUP006,199.55,199.55,199.55,298.0,298.0,298.0,59465.9
Invoiced,6966,V015,VOY025,P004,LSF,2021-04-02,2021-04,2021,VEND013,SUP006,189.74,189.74,189.74,492.0,492.0,492.0,93352.08
Invoiced,7200,V015,VOY027,P004,LSF,2021-06-04,2021-06,2021,VEND020,SUP007,99.79,99.79,99.79,494.0,494.0,494.0,49296.26
Invoiced,7343,V015,VOY028,P004,LSF,2021-07-30,2021-07,2021,VEND020,SUP007,199.12,199.12,199.12,550.0,550.0,550.0,109516.0
Invoiced,7637,V015,VOY033,P004,LSF,2021-11-02,2021-11,2021,VEND020,SUP007,199.27,199.27,199.27,630.0,630.0,630.0,125540.1
Invoiced,5725,V015,VOY008,P004,LSF,2020-01-24,2020-01,2020,VEND013,SUP016,178.41,178.41,178.41,665.0,665.0,665.0,118642.65
Invoiced,6265,V015,VOY014,P004,LSF,2020-08-13,2020-08,2020,VEND013,SUP016,99.34,99.34,99.34,338.0,338.0,338.0,33576.92
Invoiced,6546,V015,VOY020,P004,LSF,2020-11-24,2020-11,2020,VEND013,SUP016,149.13,149.13,149.13,375.0,375.0,375.0,55923.75
Invoiced,6817,V015,VOY023,P004,LSF,2021-02-15,2021-02,2021,VEND013,SUP016,159.96,159.96,159.96,495.0,495.0,495.0,79180.2
Invoiced,5933,V015,VOY010,P004,LSF,2020-04-19,2020-04,2020,VEND020,SUP023,99.23,99.23,99.23,270.0,270.0,270.0,26792.100000000002
Lifted,10340,V016,VOY062,P001,LSF,2024-12-18,2024-12,2024,VEND001,SUP001,740.68,740.68,740.68,545.0,545.0,545.0,403670.6
Invoiced,8668,V016,VOY041,P003,LSF,2023-01-03,2023-01,2023,VEND004,SUP003,688.87,688.87,688.87,508.25,508.25,508.25,350118.1775
Invoiced,7330,V016,VOY022,P003,LSF,2021-08-17,2021-08,2021,VEND008,SUP009,800.69,800.69,800.69,493.5,493.5,493.5,395140.515
Invoiced,7907,V016,VOY034,P003,LSF,2022-02-01,2022-02,2022,VEND008,SUP009,750.71,750.71,750.71,668.0,668.0,668.0,501474.28
Invoiced,8538,V016,VOY038,P004,LSF,2022-10-20,2022-10,2022,VEND010,SUP012,599.52,599.52,599.52,736.56,736.56,736.56,441582.45119999995
Invoiced,5878,V016,VOY009,P001,LSF,2020-04-16,2020-04,2020,VEND011,SUP014,769.67,769.67,769.67,278.0,278.0,278.0,213968.25999999998
Invoiced,7107,V016,VOY022,P001,LSF,2021-07-23,2021-07,2021,VEND012,SUP015,837.35,837.35,837.35,544.0,544.0,544.0,455518.4
Invoiced,9266,V016,VOY049,P001,LSF,2023-09-10,2023-09,2023,VEND012,SUP015,737.38,737.82,737.82,638.0,638.0,638.0,470729.16000000003
Invoiced,9616,V016,VOY058,P001,LSF,2024-02-15,2024-02,2024,VEND012,SUP015,592.23,592.23,592.23,630.0,630.0,630.0,373104.9
Invoiced,8192,V016,VOY035,P001,LSF,2022-05-26,2022-05,2022,VEND014,SUP018,699.87,699.87,699.87,875.0,875.0,875.0,612386.25
Invoiced,7967,V016,VOY035,P002,LSF,2022-03-21,2022-03,2022,VEND016,SUP020,318.0,318.0,318.0,705.0,705.0,705.0,224190.0
Invoiced,8755,V016,VOY041,P002,LSF,2023-02-02,2023-02,2023,VEND021,SUP024,700.98,700.98,700.98,610.0,610.0,610.0,427597.8
Lifted,9317,V016,VOY050,P002,LSF,2023-11-10,2023-11,2023,VEND041,SUP024,700.46,700.46,700.46,613.0,613.0,613.0,429381.98000000004
Invoiced,6246,V016,VOY011,P001,LSF,2020-09-03,2020-09,2020,VEND026,SUP028,740.56,740.56,740.56,334.0,334.0,334.0,247347.03999999998
Lifted,9937,V016,VOY060,P001,LSF,2024-07-15,2024-07,2024,VEND026,SUP028,691.81,691.81,691.81,638.0,638.0,638.0,441374.77999999997
Lifted,10363,V016,VOY062,P001,LSF,2025-01-18,2025-01,2025,VEND026,SUP028,328.98,328.98,328.98,565.0,565.0,565.0,185873.7
Invoiced,7675,V016,VOY023,P001,LSF,2021-12-12,2021-12,2021,VEND028,SUP030,360.21,360.21,360.21,591.0,591.0,591.0,212884.11
Invoiced,7454,V016,VOY023,P002,LSF,2021-09-29,2021-09,2021,VEND037,SUP040,384.15,384.15,384.15,495.0,495.0,495.0,190154.25
Invoiced,9039,V016,VOY048,P002,LSF,2023-07-06,2023-07,2023,VEND037,SUP040,683.7,684.69,684.69,512.0,512.0,512.0,350561.28
Invoiced,8502,V016,VOY037,P001,LSF,2022-09-26,2022-09,2022,VEND039,SUP042,683.64,683.65,683.65,702.0,702.0,702.0,479922.3
Invoiced,8909,V016,VOY046,P001,LSF,2023-04-27,2023-04,2023,VEND039,SUP042,690.08,690.08,690.08,616.0,616.0,616.0,425089.28
Invoiced,6830,V016,VOY021,P002,LSF,2021-03-17,2021-03,2021,VEND040,SUP043,681.59,700.0,700.0,480.0,480.0,480.0,336000.0
Invoiced,8307,V016,VOY037,P002,LSF,2022-07-15,2022-07,2022,VEND040,SUP043,695.11,702.66,702.66,909.0,909.0,909.0,638717.94
Invoiced,7772,V017,VOY034,P004,LSF,2021-12-28,2021-12,2021,VEND032,SUP007,469.54,469.54,469.54,592.75,592.75,592.75,278319.835
Invoiced,8479,V017,VOY041,P004,LSF,2022-09-15,2022-09,2022,VEND020,SUP007,499.29,499.29,499.29,728.0,728.0,728.0,363483.12
Invoiced,8370,V017,VOY040,P004,LSF,2022-08-02,2022-08,2022,VEND032,SUP008,397.88,397.88,397.88,988.0,988.0,988.0,393105.44
Invoiced,9382,V017,VOY054,P004,LSF,2023-11-18,2023-11,2023,VEND010,SUP012,619.38,619.38,619.38,690.51,690.51,690.51,427688.08379999996
Invoiced,9511,V017,VOY055,P004,LSF,2023-12-24,2023-12,2023,VEND010,SUP012,347.71,347.71,347.71,635.0,635.0,635.0,220795.84999999998
Invoiced,7513,V017,VOY021,P004,LSF,2021-09-29,2021-09,2021,VEND010,SUP012,417.33,417.33,417.33,554.57,554.57,554.57,231438.6981
Invoiced,7896,V017,VOY035,P004,LSF,2022-02-18,2022-02,2022,VEND010,SUP012,469.5,469.5,469.5,714.0,714.0,714.0,335223.0
Invoiced,8041,V017,VOY036,P004,LSF,2022-03-28,2022-03,2022,VEND010,SUP012,449.95,449.95,449.95,929.0,929.0,929.0,418003.55
Invoiced,8134,V017,VOY037,P004,LSF,2022-05-05,2022-05,2022,VEND010,SUP012,454.85,454.85,454.85,881.5,881.5,881.5,400950.275
Invoiced,8829,V017,VOY047,P004,LSF,2023-03-09,2023-03,2023,VEND010,SUP012,617.9,617.86,617.86,612.86,612.86,612.86,378661.67960000003
Invoiced,8961,V017,VOY049,P004,LSF,2023-05-05,2023-05,2023,VEND010,SUP012,624.9,624.86,624.86,599.81,599.81,599.81,374797.2766
Invoiced,9019,V017,VOY050,P001,LSF,2023-05-24,2023-05,2023,VEND012,SUP015,218.5,218.53,218.53,539.5,539.5,539.5,117896.935
Invoiced,7698,V017,VOY023,P001,LSF,2021-12-09,2021-12,2021,VEND026,SUP028,245.1,245.1,245.1,614.0,614.0,614.0,150491.4
Invoiced,8556,V017,VOY043,P001,LSF,2022-10-31,2022-10,2022,VEND026,SUP028,494.16,494.16,494.16,677.0,677.0,677.0,334546.32
Invoiced,8754,V017,VOY046,P001,LSF,2023-01-15,2023-01,2023,VEND026,SUP028,616.46,616.46,616.46,585.0,585.0,585.0,360629.10000000003
Invoiced,9168,V017,VOY052,P001,LSF,2023-08-14,2023-08,2023,VEND026,SUP028,618.8,618.8,618.8,570.0,570.0,570.0,352716.0
Invoiced,7563,V017,VOY022,P004,LSF,2021-10-24,2021-10,2021,VEND032,SUP037,447.13,447.13,447.13,588.79,588.79,588.79,263265.6727
Invoiced,8270,V017,VOY039,P001,LSF,2022-06-21,2022-06,2022,VEND039,SUP042,501.97,501.97,501.97,1031.0,1031.0,1031.0,517531.07
Invoiced,8872,V017,VOY048,P001,LSF,2023-04-02,2023-04,2023,VEND039,SUP042,334.82,334.82,334.82,555.0,555.0,555.0,185825.1
Invoiced,8651,V018,VOY043,P003,LSF,2022-12-21,2022-12,2022,VEND004,SUP003,470.72,470.73,470.73,571.23,571.23,571.23,268895.0979
Invoiced,6627,V018,VOY021,P003,LSF,2021-02-01,2021-02,2021,VEND008,SUP009,399.88,399.88,399.88,422.5,422.5,422.5,168949.3
Invoiced,7097,V018,VOY023,P003,LSF,2021-05-23,2021-05,2021,VEND008,SUP009,400.53,400.53,400.53,474.0,474.0,474.0,189851.22
Invoiced,7411,V018,VOY024,P003,LSF,2021-09-02,2021-09,2021,VEND008,SUP009,500.31,500.31,500.31,522.75,522.75,522.75,261537.0525
Invoiced,7731,V018,VOY026,P003,LSF,2021-12-06,2021-12,2021,VEND008,SUP009,349.87,349.87,349.87,524.5,524.5,524.5,183506.815
Invoiced,8290,V018,VOY038,P003,LSF,2022-06-16,2022-06,2022,VEND008,SUP009,320.54,320.54,320.54,877.25,877.25,877.25,281193.715
Invoiced,8074,V018,VOY036,P002,LSF,2022-03-30,2022-03,2022,VEND009,SUP010,325.86,325.86,325.86,910.0,910.0,910.0,296532.60000000003
Invoiced,9221,V018,VOY049,P004,LSF,2023-08-20,2023-08,2023,VEND010,SUP012,299.26,299.26,299.26,653.18,653.18,653.18,195470.6468
Invoiced,9296,V018,VOY050,P004,LSF,2023-09-22,2023-09,2023,VEND010,SUP012,449.08,449.08,449.08,659.45,659.45,659.45,296145.806
Invoiced,9378,V018,VOY051,P004,LSF,2023-11-06,2023-11,2023,VEND010,SUP012,338.22,338.22,338.22,666.28,666.28,666.28,225349.22160000002
Invoiced,9462,V018,VOY052,P004,LSF,2023-12-08,2023-12,2023,VEND010,SUP012,336.58,336.58,336.58,617.07,617.07,617.07,207693.4206
Invoiced,9553,V018,VOY053,P004,LSF,2024-01-18,2024-01,2024,VEND010,SUP012,338.75,338.75,338.75,591.99,591.99,591.99,200536.61250000002
Invoiced,9668,V018,VOY059,P004,LSF,2024-03-05,2024-03,2024,VEND010,SUP012,318.91,318.91,318.91,627.72,627.72,627.72,200186.18520000004
Invoiced,9710,V018,VOY060,P004,LSF,2024-03-29,2024-03,2024,VEND010,SUP012,318.74,318.74,318.74,653.6,653.6,653.6,208328.464
Lifted,9789,V018,VOY061,P004,LSF,2024-05-08,2024-05,2024,VEND010,SUP012,499.25,499.25,499.25,651.57,651.57,651.57,325296.3225
Lifted,9979,V018,VOY064,P004,LSF,2024-08-03,2024-08,2024,VEND010,SUP012,497.03,497.03,497.03,625.34,625.34,625.34,310812.7402
Lifted,10081,V018,VOY065,P004,LSF,2024-09-24,2024-09,2024,VEND010,SUP012,497.99,497.99,497.99,568.46,568.46,568.46,283087.39540000004
Invoiced,10168,V018,VOY066,P004,LSF,2024-10-16,2024-10,2024,VEND010,SUP012,157.66,157.66,157.66,602.29,602.29,602.29,94957.04139999999
Lifted,10258,V018,VOY067,P004,LSF,2024-11-29,2024-11,2024,VEND010,SUP012,312.71,312.71,312.71,569.69,569.69,569.69,178147.7599
Invoiced,10304,V018,VOY068,P004,LSF,2024-12-31,2024-12,2024,VEND010,SUP012,328.5,328.5,328.5,559.94,559.94,559.94,183940.29
Invoiced,9338,V018,VOY051,P001,LSF,2023-10-13,2023-10,2023,VEND012,SUP015,338.29,338.29,338.29,665.0,665.0,665.0,224962.85
Invoiced,9503,V018,VOY053,P001,LSF,2023-12-28,2023-12,2023,VEND012,SUP015,330.76,330.76,330.76,595.0,595.0,595.0,196802.19999999998
Invoiced,8351,V018,VOY039,P002,LSF,2022-07-11,2022-07,2022,VEND016,SUP020,100.0,100.0,100.0,805.0,805.0,805.0,80500.0
Invoiced,6547,V018,VOY008,P001,LSF,2020-12-01,2020-12,2020,VEND026,SUP028,303.37,303.37,303.37,383.5,383.5,383.5,116342.395
Invoiced,9050,V018,VOY048,P001,LSF,2023-06-16,2023-06,2023,VEND026,SUP028,486.09,486.09,486.09,553.0,553.0,553.0,268807.76999999996
Invoiced,9626,V018,VOY059,P001,LSF,2024-02-19,2024-02,2024,VEND026,SUP028,338.5,338.5,338.5,597.0,597.0,597.0,202084.5
Invoiced,10031,V018,VOY065,P001,LSF,2024-08-23,2024-08,2024,VEND026,SUP028,313.53,313.53,313.53,595.0,595.0,595.0,186550.34999999998
Lifted,10243,V018,VOY067,P001,LSF,2024-11-11,2024-11,2024,VEND026,SUP028,327.6,327.6,327.6,557.0,557.0,557.0,182473.2
Invoiced,7849,V018,VOY034,P002,LSF,2022-01-17,2022-01,2022,VEND037,SUP040,490.49,490.49,490.49,585.0,585.0,585.0,286936.65
Invoiced,8504,V018,VOY041,P002,LSF,2022-10-09,2022-10,2022,VEND037,SUP040,480.8,480.8,480.8,677.0,676.58,676.58,325299.66400000005
Invoiced,8873,V018,VOY046,P001,LSF,2023-04-02,2023-04,2023,VEND039,SUP042,480.2,480.23,480.23,594.0,594.0,594.0,285256.62
Invoiced,8971,V018,VOY047,P001,LSF,2023-05-07,2023-05,2023,VEND039,SUP042,506.58,506.58,506.58,580.0,580.0,580.0,293816.39999999997
Invoiced,9881,V018,VOY063,P001,LSF,2024-06-27,2024-06,2024,VEND039,SUP042,630.0,622.59,622.59,605.0,605.0,605.0,376666.95
Invoiced,7321,V019,VOY024,P003,LSF,2021-07-31,2021-07,2021,VEND008,SUP009,300.26,300.26,300.26,536.75,536.75,536.75,161164.555
Invoiced,7528,V019,VOY025,P003,LSF,2021-10-14,2021-10,2021,VEND008,SUP009,499.0,498.99,498.99,590.75,590.75,590.75,294778.3425
Invoiced,7797,V019,VOY027,P003,LSF,2022-01-06,2022-01,2022,VEND008,SUP009,500.65,500.65,500.65,580.5,580.5,580.5,290627.325
Invoiced,8058,V019,VOY035,P003,LSF,2022-03-29,2022-03,2022,VEND008,SUP009,599.29,599.29,599.29,813.0,813.0,813.0,487222.76999999996
Invoiced,8279,V019,VOY037,P003,LSF,2022-06-26,2022-06,2022,VEND008,SUP009,550.41,550.41,550.41,856.25,856.25,856.25,471288.5625
Invoiced,8484,V019,VOY039,P003,LSF,2022-09-19,2022-09,2022,VEND008,SUP009,550.3,550.3,550.3,664.0,664.0,664.0,365399.19999999995
Invoiced,9676,V019,VOY049,P003,LSF,2024-03-14,2024-03,2024,VEND008,SUP009,549.45,549.45,549.45,608.25,608.25,608.25,334202.9625
Lifted,9837,V019,VOY059,P003,LSF,2024-06-03,2024-06,2024,VEND008,SUP009,600.55,599.87,599.87,542.5,542.5,542.5,325429.475
Invoiced,5673,V019,VOY003,P004,LSF,2020-01-22,2020-01,2020,VEND010,SUP012,547.61,547.63,547.63,568.71,568.71,568.71,311442.6573
Invoiced,6138,V019,VOY012,P004,LSF,2020-07-09,2020-07,2020,VEND010,SUP012,596.5,596.5,596.5,327.23,327.23,327.23,195192.695
Invoiced,8880,V019,VOY046,P002,LSF,2023-03-23,2023-03,2023,VEND016,SUP020,586.6,591.9,591.9,595.0,595.0,595.0,352180.5
Lifted,10199,V019,VOY063,P002,LSF,2024-11-02,2024-11,2024,VEND016,SUP020,300.0,300.0,300.0,540.0,540.0,540.0,162000.0
Invoiced,8704,V019,VOY042,P002,LSF,2023-01-20,2023-01,2023,VEND021,SUP024,800.23,800.23,800.23,555.0,555.0,555.0,444127.65
Invoiced,6085,V019,VOY012,P001,LSF,2020-06-13,2020-06,2020,VEND026,SUP028,565.8,565.8,565.8,301.0,301.0,301.0,170305.8
Invoiced,6954,V019,VOY022,P002,LSF,2021-04-07,2021-04,2021,VEND037,SUP040,599.64,599.64,599.64,469.0,469.0,469.0,281231.16
Lifted,9131,V019,VOY048,P002,LSF,2023-07-15,2023-07,2023,VEND037,SUP040,599.79,599.79,599.79,535.0,535.0,535.0,320887.64999999997
Invoiced,6687,V020,VOY009,P003,LSF,2021-01-15,2021-01,2021,VEND008,SUP009,400.3,400.37,400.37,413.75,413.75,413.75,165653.0875
Invoiced,8814,V020,VOY047,P003,LSF,2023-03-04,2023-03,2023,VEND008,SUP009,780.0,780.0,780.0,595.0,595.0,595.0,464100.0
Lifted,9581,V020,VOY051,P003,LSF,2024-01-13,2024-01,2024,VEND008,SUP009,699.04,699.04,699.04,546.5,546.5,546.5,382025.36
Invoiced,9470,V020,VOY051,P004,LSF,2023-12-05,2023-12,2023,VEND010,SUP012,446.22,446.22,446.22,617.07,617.07,617.07,275348.97540000005
Invoiced,6444,V020,VOY008,P004,LSF,2020-11-19,2020-11,2020,VEND010,SUP012,498.8,498.8,498.8,333.28,333.28,333.28,166240.06399999998
Invoiced,7800,V020,VOY026,P001,LSF,2022-01-04,2022-01,2022,VEND014,SUP018,893.34,893.34,893.34,570.0,570.0,570.0,509203.80000000005
Invoiced,7168,V020,VOY022,P002,LSF,2021-07-02,2021-07,2021,VEND016,SUP020,900.0,900.0,900.0,523.0,523.0,523.0,470700.0
Lifted,9195,V020,VOY049,P002,LSF,2023-08-14,2023-08,2023,VEND016,SUP020,300.0,300.0,300.0,625.0,625.0,625.0,187500.0
Lifted,10109,V020,VOY063,P002,LSF,2024-10-22,2024-10,2024,VEND016,SUP020,200.0,200.0,200.0,565.0,565.0,565.0,113000.0
Invoiced,7657,V020,VOY024,P002,LSF,2021-11-12,2021-11,2021,VEND021,SUP024,950.0,950.76,950.76,596.5,596.5,596.5,567128.34
Invoiced,7980,V020,VOY034,P002,LSF,2022-03-02,2022-03,2022,VEND021,SUP024,650.6,650.68,650.68,694.0,694.0,694.0,451571.92
Lifted,8740,V020,VOY046,P002,LSF,2023-01-22,2023-01,2023,VEND021,SUP024,600.3,600.33,600.33,536.0,536.0,536.0,321776.88
Invoiced,8927,V020,VOY048,P002,LSF,2023-04-16,2023-04,2023,VEND021,SUP024,450.16,450.16,450.16,597.0,597.0,597.0,268745.52
Invoiced,6692,V020,VOY021,P002,LSF,2021-03-14,2021-03,2021,VEND037,SUP040,1101.67,1101.67,1101.67,463.0,463.0,463.0,510073.21
